id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
6996,sally’s place,3435 camino del rio s ste 106,san diego,ca,92108,(619) 281-9422,missionvalleydeli.com,$,delis,4.5,,no,no,yes,yes,lunch,,casual,,no,yes,,no,
6997,hola che,1136 garnet ave,san diego,ca,92109,(619) 431-8132,holachefoods.com,$,argentine,4.5,pacific beach,no,no,yes,yes,late night,street,casual,casual,no,yes,no,no,yes
6998,ramen izakaya ouan,3882 4th ave,san diego,ca,92103,(619) 683-3230,izakayaouan.com,$$,sushi bars;tapas/small plates;ramen,4.0,hillcrest,yes,no,yes,yes,dinner,validated,casual,casual,full bar,no,free,yes,yes
6999,double standard kitchenetta & bar,695 6th ave,san diego,ca,92101,(619) 269-9676,doublestandardsd.com,$$,american (new);italian,4.0,gaslamp; east village,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,free,yes,yes
7000,blind lady ale house,3416 adams ave,san diego,ca,92116,(619) 255-2491,blindladyalehouse.com,$$,pizza;pubs,4.0,normal heights,no,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,free,no,no
7001,ortega’s bistro,141 university ave,san diego,ca,92103,(619) 692-4200,ortegasbistro.com,$$,mexican,4.0,hillcrest,yes,no,yes,yes,dinner,street; private lot,casual,casual,full bar,yes,no,yes,no
7002,homestyle hawaiian,7524 mesa college dr,san diego,ca,92111,(858) 571-5828,homestylehawaiian.com,$,hawaiian,4.0,clairemont,no,no,yes,no,lunch,private lot,casual,casual,no,yes,no,no,yes
7003,calibanzo hummus & grill,9880 hibert st,san diego,ca,92131,(858) 860-5096,calibanzo.com,$$,mediterranean;kosher;middle eastern,4.5,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,free,yes,yes
7004,tokyo sushi loha,6502 ei cajon blvd,san diego,ca,92115,(619) 644-8600,,$$,sushi bars;japanese,4.0,rolando,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
7005,buddies burgers,5854 montezuma rd,san diego,ca,92115,(619) 955-5323,buddiesburgerssd.com,$,burgers,3.5,rolando,no,no,yes,yes,lunch,street; private lot,casual,casual,beer & wine only,yes,no,no,no
7006,goodonya deli,9275 sky park ct,san diego,ca,92123,(858) 277-9275,goodonyadeli.com,$,delis;coffee & tea,4.0,kearny mesa,yes,yes,yes,yes,lunch,street; private lot,casual,casual,no,yes,free,no,yes
7007,la fachada,20 25th st,san diego,ca,92102,(619) 236-8566,,$,mexican;latin american,4.0,logan heights,no,no,yes,yes,lunch,private lot,casual,divey,no,yes,no,no,no
7008,isabel’s cantina,966 felspar st,san diego,ca,92109,(858) 272-8400,isabelscantinasd.com,$$,latin american;asian fusion;mexican,4.0,pacific beach,yes,no,yes,yes,breakfast; brunch,street,casual,casual,beer & wine only,no,no,yes,no
7009,san diego soup shoppe,2850 el cajon blvd,san diego,ca,92104,(619) 795-3870,sdsoupshoppe.com,$,soup;sandwiches;american (new),4.0,,no,no,yes,yes,lunch,street; private lot,casual,casual,no,yes,no,no,no
7010,fredcel lumpias & catering,3876 38th st,san diego,ca,92105,(619) 282-2305,,$,caterers;filipino;desserts,4.0,,no,yes,yes,no,lunch,street; private lot,casual,casual,no,no,no,no,yes
7011,starlite,3175 india st,san diego,ca,92103,(619) 358-9766,starlitesandiego.com,$$,american (new);cocktail bars,4.0,middletown; mission hills,yes,no,no,yes,dinner; late night,street; private lot,casual,trendy,full bar,yes,free,yes,no
7012,d bar san diego,3930 5th ave,san diego,ca,92103,(619) 299-3227,dbarsandiego.com,$$,american (new);desserts;bars,4.0,hillcrest,yes,no,yes,yes,dessert,valet; garage; street,casual,trendy,full bar,yes,free,yes,yes
7013,rare form,795 j st,san diego,ca,92101,(619) 255-6507,godblessrareform.com,$$,cocktail bars;sandwiches;delis,4.5,east village,no,no,yes,yes,lunch,street,casual,hipster,full bar,no,free,no,no
7014,mediterranean cafe,112 w washington st,san diego,ca,92103,(619) 298-7738,medi-cafe.com,$,greek;mediterranean;middle eastern,4.0,hillcrest,no,yes,yes,yes,lunch,street,casual,casual,beer & wine only,no,free,yes,yes
7015,pear’s thai cuisine,8690 aero dr,san diego,ca,92123,(858) 278-1088,pearsthaicuisine.net,$,thai,4.0,serra mesa,yes,yes,yes,yes,lunch,private lot,casual,casual,no,yes,free,yes,yes
7016,harbor town pub,1125 rosecrans st,san diego,ca,92106,(619) 224-1321,harbortownpub.com,$$,american (traditional);breakfast & brunch,4.0,point loma; roseville; fleetridge,no,no,yes,yes,lunch,street; private lot,casual,casual,full bar,yes,free,yes,yes
7017,juniper & ivy,2228 kettner blvd,san diego,ca,92101,(619) 269-9036,juniperandivy.com,$$$,american (new);cocktail bars;wine bars,4.0,little italy,yes,no,yes,yes,dinner,valet; street,dressy,trendy,full bar,yes,free,yes,no
7018,filippi’s pizza grotto,1747 india st,san diego,ca,92101,(619) 232-5094,realcheesepizza.com,$$,italian;pizza,4.0,little italy,no,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,yes
7019,king bistro,4957 diane ave,san diego,ca,92117,(858) 502-9999,,$$,barbeque;chinese,3.5,clairemont,yes,yes,yes,yes,,,casual,,beer & wine only,yes,free,yes,
7020,alforon,5965 el cajon blvd,san diego,ca,92115,(619) 269-9904,alforon.com,$,mediterranean;lebanese;vegan,4.5,rolando,yes,no,yes,yes,lunch; dinner,private lot,casual,casual,no,no,free,yes,yes
7021,bale french sandwich shop,4879 university ave ste a,san diego,ca,92105,(619) 283-4352,,$,sandwiches,4.0,city heights,no,no,yes,no,lunch,private lot,casual,divey,no,no,no,no,yes
7022,trujillo’s taco shop,5119 college ave,san diego,ca,92115,(619) 583-4182,trujillostacoshop.com,$,mexican,4.0,rolando,no,no,yes,yes,dinner; late night,street,casual,casual,beer & wine only,no,no,no,no
7023,la perla cocina mexicana,745 emerald st,san diego,ca,92109,(858) 274-3038,,$,mexican,4.5,pacific beach,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
7024,sicilian thing pizza,4046 30th st,san diego,ca,92104,(619) 282-3000,sicilianthingpizza.com,$,pizza,4.0,north park,no,yes,yes,no,lunch; dinner,street,casual,casual,beer & wine only,yes,no,no,no
7025,the waterfront bar & grill,2044 kettner blvd,san diego,ca,92101,(619) 232-9656,waterfrontbarandgrill.com,$$,bars;american (traditional),4.0,little italy,no,no,yes,yes,lunch,street,casual,divey,full bar,yes,no,yes,no
7026,sorrento,1646 india st,san diego,ca,92101,(619) 546-0365,sorrentoristoranteandpizzeria…,$$,pizza;italian;wine bars,4.0,little italy,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,yes
7027,the baked bear,4516 mission blvd ste c,san diego,ca,92109,(858) 886-7433,thebakedbear.com,$,ice cream & frozen yogurt;sandwiches,4.0,pacific beach,no,no,yes,yes,dessert,street; private lot,casual,casual,no,no,no,no,yes
7028,sushi fish attack,4575 clairemont dr,san diego,ca,92117,(858) 490-0150,sushifishattack.com,$$,sushi bars;japanese;soup,4.0,clairemont,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,free,yes,no
7029,up2you cafe,7510 mesa college dr,san diego,ca,92111,(619) 566-6542,up2youcafe.com,$,bubble tea;cafes,4.0,clairemont,no,no,yes,yes,dessert,street; private lot,casual,trendy,no,no,free,no,no
7030,the grand on 5th,534 5th ave,san diego,ca,92101,(619) 255-0752,thegrandon5th.com,$$,american (new);venues & event spaces;bars,5.0,gaslamp,yes,no,yes,yes,,street,casual,,full bar,yes,,yes,yes
7031,milo’s pizza & subs,6686 el cajon blvd ste d,san diego,ca,92115,(619) 462-6456,milospizza.com,$,pizza;sandwiches;italian,4.5,rolando,no,yes,yes,yes,lunch; dinner,street; private lot,casual,casual,no,no,no,no,yes
7032,the smoking goat,3408 30th st,san diego,ca,92104,(619) 955-5295,thesmokinggoatrestaurant.com,$$,french;american (new),4.0,north park,yes,no,yes,yes,dinner,street,casual,casual,beer & wine only,yes,free,yes,no
7033,boudin bakery & café,7007 friars rd ste 357,san diego,ca,92108,(619) 683-3962,boudinbakery.com,$,sandwiches;bakeries;salad,4.0,linda vista,no,no,yes,yes,lunch,garage,casual,casual,no,yes,no,no,yes
7034,health grub,mission valley,san diego,ca,92110,(619) 610-8271,healthgrub.com,$$,food delivery services;gluten-free;personal chefs,5.0,mission valley,yes,yes,yes,yes,,,,,,,,,
7035,donut bar,631 b st,san diego,ca,92101,(619) 255-6360,donutbarsandiego.com,$,breakfast & brunch;donuts;coffee & tea,4.0,downtown,yes,yes,yes,yes,breakfast,street,casual,casual,no,no,free,no,yes
7036,wa dining okan,3860 convoy st ste 110,san diego,ca,92111,(858) 279-0941,okanus.com,$$,japanese,4.5,kearny mesa,yes,no,yes,yes,dinner,private lot,casual,casual,full bar,no,no,yes,no
7037,canada steak burger,3604 university ave,san diego,ca,92104,(619) 283-4345,canadasteakburger.com,$,burgers;greek,4.5,normal heights,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,yes
7038,the 3rd corner,2265 bacon st,san diego,ca,92107,(619) 223-2700,the3rdcorneroceanbeach.com,$$,bars;american (new),4.5,ocean beach,yes,no,yes,yes,dinner,street; private lot,casual,intimate,full bar,no,free,yes,no
7039,breakfast republic,2730 university ave,san diego,ca,92104,(619) 642-0299,breakfastrepublicca.com,$$,american (traditional);breakfast & brunch,4.0,north park,no,no,yes,yes,breakfast; brunch,street,casual,trendy,beer & wine only,yes,free,yes,no
7040,terra american bistro,7091 el cajon blvd,san diego,ca,92115,(619) 293-7088,terrasd.com,$$,american (new);breakfast & brunch,4.0,la mesa,yes,no,yes,yes,brunch; dinner,street; private lot,casual,casual,full bar,no,no,yes,yes
7041,pappalecco,3650 5th ave,san diego,ca,92103,(619) 906-5566,pappalecco.com,$,coffee & tea;salad;gelato,4.5,hillcrest,no,no,yes,yes,breakfast,street,casual,casual,beer & wine only,yes,free,no,no
7042,friend’s house korean,4647 convoy st ste 101a,san diego,ca,92111,(858) 292-0499,friendshousesd.com,$$,korean,4.0,kearny mesa,no,no,yes,yes,lunch; dinner,private lot,casual,casual,beer & wine only,yes,no,yes,no
7043,la puerta,560 4th ave,san diego,ca,92101,(619) 696-3466,lapuertasd.com,$$,mexican;bars,4.0,gaslamp,no,no,yes,yes,dinner; late night,street,casual,casual,full bar,yes,free,yes,yes
7044,bay park fish co.,4121 ashton street,san diego,ca,92110,(619) 276-3474,bayparkfishco.com,$$,seafood;bars;sushi bars,3.5,bay park,yes,no,yes,yes,dinner,street,casual,casual,beer & wine only,yes,free,yes,no
7045,baja pizzeria,4330 university ave,san diego,ca,92105,(619) 255-8800,bajapizzeriasd.com,$,pizza,4.5,city heights,yes,yes,yes,yes,brunch,garage,casual,casual,no,no,no,yes,yes
7046,hungry lu’s,4920 voltaire st,san diego,ca,92107,(619) 223-4722,hungrylus.loyalpat.com,$,sandwiches;bakeries;delis,4.5,ocean beach,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
7047,pizza port ocean beach,1956 bacon st,san diego,ca,92107,(619) 224-4700,pizzaport.com,$$,pizza;bars;breweries,4.0,point loma; ocean beach,no,no,yes,yes,lunch; dinner,street,casual,casual,beer & wine only,yes,no,no,no
7048,old town mexican cafe,2489 san diego ave,san diego,ca,92110,(619) 297-4330,oldtownmexcafe.com,$$,mexican,3.0,old town,yes,no,yes,yes,dinner,street; private lot,casual,casual,full bar,yes,free,yes,yes
7049,the flight path,1202 kettner blvd ste 104,san diego,ca,92101,(619) 709-1202,theflightpathsd.com,$$,wine bars;lounges;cafes,4.5,little italy,yes,no,yes,yes,dinner,garage; street; private lot,casual,trendy,beer & wine only,no,free,yes,yes
7050,cheba hut,4651 mission blvd,san diego,ca,92109,(858) 412-4019,chebahut.com,$,sandwiches,4.5,pacific beach,no,yes,yes,yes,dessert,street,casual,divey,no,yes,free,no,yes
7051,hanna’s gourmet,2864 adams ave,san diego,ca,92116,(619) 280-5600,hannasgourmetcatering.com,$$,modern european,4.5,university heights,yes,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,yes,yes
7052,issara thai,2558 laning rd ste 102c,san diego,ca,92106,(619) 955-8500,issarathaisd.com,$$,thai;asian fusion,4.0,point loma; liberty station,yes,yes,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,free,yes,yes
7053,influx,3000 upas st ste 103,san diego,ca,92104,(619) 795-0680,influxcafe.com/north-park,$,cafes,4.0,north park,no,no,yes,yes,breakfast,street,casual,trendy,no,yes,free,no,no
7054,bencotto italian kitchen,750 w fir st,san diego,ca,92101,(619) 450-4786,lovebencotto.com,$$,italian,4.0,little italy,yes,no,yes,yes,dinner,valet; street,casual,trendy,full bar,yes,free,yes,no
7055,yard house,1023 4th ave,san diego,ca,92101,(619) 233-9273,yardhouse.com,$$,wine bars;seafood;steakhouses,3.5,,no,no,yes,yes,dinner,garage; street,casual,casual,full bar,yes,free,yes,no
7056,luce bar & kitchen,1959 morena blvd,san diego,ca,92110,(619) 275-0321,sandiegoluce.com,$$,gastropubs;italian,4.5,bay park,no,no,yes,yes,dinner,street,casual,casual,full bar,no,free,yes,no
7057,common theory public house,4805 convoy st,san diego,ca,92111,(858) 384-7974,commontheorysd.com,$$,gastropubs;american (new),3.5,kearny mesa,yes,no,yes,yes,lunch,street; private lot,casual,hipster,beer & wine only,yes,free,yes,yes
7058,bankers hill bar & restaurant,2202 4th ave,san diego,ca,92101,(619) 231-0222,bankershillsd.com,$$,american (new);bars;breakfast & brunch,4.5,banker's hill,yes,no,yes,yes,dinner,street,casual,trendy,full bar,yes,no,yes,no
7059,circa restaurant,2121 adams ave,san diego,ca,92116,(619) 269-9152,circasd.com,$$,american (traditional),4.5,university heights,yes,yes,yes,yes,brunch; dinner,street,casual,casual,beer & wine only,yes,free,yes,yes
7060,la tiendita de linda vista,2187 ulric st,san diego,ca,92111,(858) 565-6469,,$,mexican;breakfast & brunch;grocery,4.5,linda vista,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,no
7061,underbelly,3000 upas st ste 104,san diego,ca,92104,(619) 487-9909,godblessunderbelly.com,$$,asian fusion;ramen,3.5,north park,no,no,yes,yes,lunch,street,casual,hipster,beer & wine only,yes,no,no,no
7062,papas & tacos mexican food,2239 1st ave,san diego,ca,92101,(619) 233-6079,mypapastacos.com,$,mexican,4.0,banker's hill,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,no
7063,the deck at moonshine flats,335 6th ave,san diego,ca,92101,(619) 255-7625,moonshineflats.com/thedeck,$$,pubs;barbeque,4.5,gaslamp; east village,no,no,no,yes,,garage,casual,divey,full bar,yes,,yes,
7064,jimmy carter’s mexican café,3172 5th ave,san diego,ca,92103,(619) 295-2070,jimmycartersmexicancafe.com,$$,mexican,3.5,banker's hill,yes,no,yes,yes,breakfast; lunch,street,casual,casual,full bar,no,free,yes,yes
7065,ka prao thai cuisine,8590 rio san diego dr ste 105,san diego,ca,92108,(619) 326-8083,kapraothaicuisine.com,$,thai,3.5,mission valley,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,no
7066,the kebab shop,630 9th ave,san diego,ca,92101,(619) 525-0055,thekebabshop.com,$,middle eastern;turkish,4.5,east village,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,yes
7067,katsu cafe,7305 clairemont mesa blvd ste b,san diego,ca,92111,(858) 560-8859,,$,japanese;hawaiian,4.0,kearny mesa,no,no,yes,yes,brunch,private lot,casual,casual,beer & wine only,yes,no,yes,yes
7068,troy’s greek restaurant,10450 friars rd,san diego,ca,92120,(619) 281-7741,troysgreek.com,$$,greek;mediterranean,4.0,,yes,yes,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,free,yes,yes
7069,blue water seafood market & grill,3667 india st,san diego,ca,92103,(619) 497-0914,bluewaterseafoodsandiego.com,$$,seafood,4.0,middletown; mission hills,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,no
7070,puerto la boca,2060 india st,san diego,ca,92101,(619) 234-4900,puertolaboca.com,$$,steakhouses;argentine,4.0,little italy,yes,yes,yes,yes,dinner,street,casual,classy,full bar,yes,no,yes,no
7071,mimmo’s italian village,1743 india st,san diego,ca,92101,(619) 239-3710,mimmos.biz,$$,italian,4.0,little italy,yes,no,yes,yes,lunch,street,casual,romantic,beer & wine only,yes,no,yes,no
7072,park blvd foods,4504 park blvd,san diego,ca,92116,(619) 295-1362,parkblvdliquor.menutoeat.com,$,"grocery;delis;beer, wine & spirits",4.5,university heights,no,no,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
7073,sushiya,2558 laning rd ste c103,san diego,ca,92106,(619) 224-0100,sushiyafood.com,$$,sushi bars;japanese,4.0,point loma; liberty station,yes,yes,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,yes
7074,cucina urbana,505 laurel st,san diego,ca,92101,(619) 239-2222,cucinaurbana.com,$$,italian,4.5,banker's hill,yes,no,yes,yes,dinner,valet; street,casual,trendy,full bar,no,free,yes,yes
7075,sushi deli one,228 w washington st,san diego,ca,92103,(619) 231-9597,sushideliusa.net,$,sushi bars,3.5,hillcrest,no,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,no
7076,magnolia tap & kitchen,624 e st,san diego,ca,92101,(619) 255-0925,magnoliasd.com,$$,american (new);cocktail bars;american (traditional),4.0,gaslamp; east village,yes,no,yes,yes,dinner,garage; street,casual,casual,full bar,yes,free,yes,no
7077,little sheep mongolian hot pot,4718 clairemont mesa blvd,san diego,ca,92117,(858) 274-2040,littlesheephotpot.com,$$,chinese;mongolian;hot pot,4.0,clairemont,yes,no,no,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
7078,paesano,3647 30th st,san diego,ca,92104,(619) 291-4090,paesanoofnorthpark.com,$$,italian;pizza,4.0,north park,yes,no,yes,yes,lunch; dinner,street,casual,casual,beer & wine only,yes,no,yes,yes
7079,fathom bistro bait & tackle,1776 shelter island dr,san diego,ca,92106,(619) 222-5835,fathombistro.com,$,hot dogs;burgers;american (new),4.0,point loma,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,no
7080,red sea restaurant,4717 university ave,san diego,ca,92105,(619) 285-9722,,$,ethiopian,4.0,city heights,yes,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,yes
7081,tender greens,110 w broadway,san diego,ca,92101,(619) 795-2353,tendergreens.com/locations,$$,salad;sandwiches;breakfast & brunch,4.0,downtown,no,yes,yes,yes,lunch,street,casual,trendy,beer & wine only,yes,free,no,yes
7082,waters fine foods,555 w c st,san diego,ca,92101,(619) 696-7555,waterscatering.com,$$,american (traditional),4.0,little italy,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,yes
7083,kitchen 4140,4140 morena blvd,san diego,ca,92117,(858) 483-4140,kitchen4140.com,$$,american (new);french,4.0,clairemont,yes,no,yes,yes,lunch,street; private lot,casual,casual,beer & wine only,yes,free,yes,yes
7084,crab hut,1007 5th ave ste 101,san diego,ca,92101,(619) 234-0628,crabhutsd.com,$$,seafood;cajun/creole;bars,3.5,gaslamp,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,no
7085,tom ham’s lighthouse,2150 harbor island dr,san diego,ca,92101,(619) 291-9110,tomhamslighthouse.com,$$$,seafood;american (new),4.0,,yes,no,yes,yes,brunch,private lot,casual,romantic,full bar,yes,no,yes,yes
7086,jrdn restaurant,723 felspar st,san diego,ca,92109,(858) 270-5736,jrdn.com,$$,bars;american (new);venues & event spaces,4.0,pacific beach,yes,no,no,yes,brunch; dinner,valet; street,casual,trendy,full bar,yes,free,yes,no
7087,papa luna’s empanadas,1404 garnet ave,san diego,ca,92109,(858) 255-8875,papalunas.com,$,argentine;tapas/small plates,4.0,pacific beach,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
7088,mignon pho + grill,3860 convoy st ste 116,san diego,ca,92111,(858) 278-0669,sandiegopho.com,$$,vietnamese;asian fusion,4.0,kearny mesa,yes,no,yes,yes,lunch,,casual,casual,beer & wine only,no,no,yes,yes
7089,adams avenue grill,2201 adams ave,san diego,ca,92116,(619) 298-8440,adamsavenuegrille.com,$$,breakfast & brunch;american (traditional),3.5,university heights,yes,yes,yes,yes,breakfast,street,casual,casual,beer & wine only,no,free,yes,yes
7090,saiko sushi,2884 university ave,san diego,ca,92104,(619) 677-3907,saikosushisd.com,$$,sushi bars;japanese,4.0,north park,yes,no,yes,yes,dessert,street,casual,trendy,beer & wine only,yes,free,yes,yes
