custom_id,brand,modelno,title,price,descr,shipweight,dimensions1,dimensions2,dimensions3
2026,msi,n570gtxm2d12d5o,msi n570gtx graphics card,393.99,nvidia geforce unified driver architecture microsoft windows 7 support nvidia physx technology,3.2,13.8,10.5,3.3
2027,canon,8367a001aa,canon 8367a001aa bci-1421 black ink tank for image prograf w8200pg large format printer,149.0,compatibility canon imageprograf w8200pg large format printer  black  ink cartridge,1.15,4.75,4.5,1.0
2028,iluv,iep505pnk,jwin iluv premium earphones pink,26.88,precision-engineered drivers in-line volume control noise-isolating design,9.92,8.35,4.41,1.97
2029,acer,a500k01,acer iconia tablet bluetooth keyboard,49.0,bluetooth model 2.0 removable aaa battery is included 32.8 operating distance,0.8,6.57,2.36,2.17
2030,toshiba,55g310u,toshiba 55  class lcd 1080p 120hz hdtv 55g310u,899.0,55  diagonal screen size 3 hdmi inputs vesa wall mount compatible clearframe 120hz technology,90.39,52.28,33.49,4.09
2031,energizer,,energizer er-p240 cordless phone battery,11.88,3.6v 1000 mah nimh cordless phone battery for at t ge casio phonemate phones,0.1875,3.0,1.5,0.5
2032,sony,3dpw30r2h,sony handycam mini dvd rw for dvd camcorders 3-pack,12.0,rewritable discs can be recorded on many times,0.25,4.17,3.86,0.28
2033,cyberpower,880,cyberpower 2800 joules 8 oulet surge protector,23.88,computer audio video grade unit that provides powerful surge suppression with a rating of 2800 joules,2.3,14.5,9.0,2.25
2034,canon,cli221mag,canon cli-221 magenta ink cartridge 2948b001,16.84,compatibility canon printers  pixma ip3600 pixma ip4600 pixma mp620 pixma mp980,0.1,3.5,1.0,1.0
2035,micro innovations,mm750h,micro innovations full size multimedia stereo headset,13.82,comfortable full size stereo over the ear design with padded ear cups omni-directional adjustable boom microphone in-line volume control pc and mac compatible,0.8,11.34,8.66,4.13
2036,sumdex,138546,sumdex aircube for 15  macbook pro,21.59,sumdex aircube for 15  apple macbook pro computer,1.0,14.75,10.25,1.15
2037,magna case,127329,magna case travel camera case slr dslr shoulder pack,47.99,magna case travel camera case slr dslr shoulder pack made of high density water-proof   wear resistance canvas this canvas bag has a leisure fashionable and multifunctional design.  made of high density water proof resistance  canvas converts to leisure bag high quality slip proof cotton strap matched with high density epe padding customizable padded dividers zipped accessory pouch comfortable design,1.8,11.5,8.0,7.0
2038,corsair,twin2x40966400c5,corsair xms2 4 gb 2 x 2 gb pc2-6400 800 mhz 240-pin ddr2 dual-channel memory kit - twin2x4096-6400c5,74.82,this memory has been verified to operate at 800mhz at the low latencies of 5-5-5-18 memory technology ddr2 sdram number of modules 2 x 2gb memory speed 800mhz form factor 240-pin,0.1,7.5,5.0,0.5
2039,clarity,54500.001,clarity professional xl45 digital extra loud cid big button speakerphone,96.84,the clarity professional xl45 corded caller id telephone featuring digital clarity power technology improves conversation by making words not only louder but also clearer and easier to understand.  with up to 50 decibels of amplification the xl45 is ideal for those with a severe hearing loss or low vision.,3.1,12.25,10.5,3.75
2040,startech,pm1115u,startech.com pm1115u fast ethernet print server,40.84,printer server  does not require a dedicated print server pc,1.12,2.95,2.17,0.79
2041,skooba design,725303,skooba design skooba skin 1617 large laptop sleeve in blue microsuede with blue lining,33.99,features -checkpoint-friendly--skooba skins may be put through airport screening without removing the laptop from the skin. -designed to hold laptops up to 11.75 h x 16.25 w x 2 d. -unique design allows you to use it as a tote or a sleeve. -with a flip of the flap the skooba skin converts from a sleek padded laptop sleeve to a tote or vice-versa. -designed to protect a computer while carried inside another bag or suitcase or to be used on its own. -sized to hold large laptops ranging from 16-17 screen size. -also available in blank diy canvas black ballistic silver nylon red black ripstop olive ballistic brown corduroy pink vinyl tangerine microsuede and plum microsuede. -dimensions 12.5 h x 17 w x 2.5 d. skooba design awards skooba design has won many awards and accolades for their bags their thoughtful designs have won rave reviews and product mentions in pc magazine macworld and laptop magazine just to name a few...,3.0,17.0,12.5,2.5
2042,draper,115041,draper glass beaded rolleramic electric screen - av format 8 x 10,1551.95,rolleramic heavy-duty motorized projection screen. ideal for auditoriums and lecture halls hospitals hotels churches and other large venues. all-wood case may be recessed in the ceiling or painted to match its surroundings. end-mounted direct-drive motor sits on rubber vibration insulators minimizing friction and noise. features -with control options it can be operated from any remote location..-ntsc format screens have black borders on all four sides..-depending on surface available in sizes through 20 x 20 and 25 ntsc..-optionally available in hdtv and widescreen format..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material glass beaded brighter on-axis viewing than matt white surfaces within a narrower viewing cone. some loss of clarity. not for use with ceiling or floor mounted projectors. flame and mildew resistant but cannot be cleaned. now available seamless in all standard sizes through 10 high.,194.0,0,0,0
2043,draper,222045,draper truss-style dress kit black velour,1584.0,dress kit for truss-style cinefold. includes skirt valance valance bar 2 drapes 2 drapery bars and heavy-duty carrying case. case dimensions are 13 x 20 5 8 x 84 1 8 .,90.0,0,0,0
2044,philips,swv3481s17,philips 6 hdmi ethernet cable,27.0,hdmi ethernet channel exceeds 4x 1080p video resolution copper braided reinforced aluminum flexible pvc jacket,0.45,9.5,9.5,3.5
2045,jwin,ibtkb20blk,jwin bluetooth keyboard for ipad iphone,63.88,pairs easily through built-in bluetooth technology scissor-type keypad for responsive typing dedicated keys specific for ipad functions,12.23,10.43,5.47,0.98
2046,dell,dell inspiron 560,dell piano black inspiron 560 i560-2191nbk desktop pc bundle with intel pentium dual-core e6700 processor 500gb hard drive 20  widescreen monitor and windows 7 home premium,498.0,intel pentium dual-core e6700 processor 4gb memory 500gb hard drive 20  widescreen digital flat panel monitor 19-in-1 card reader windows 7 home premium,36.85,25.13,19.63,18.25
2047,x-acto,1612,x-acto prox electric pencil sharpener silver,59.97,electric pencil sharpener smartstop technology activates led when pencil is sharp large shaving receptacle,4.0,0,0,0
2048,corsair,cmv4gx3m1a1333c9,corsair value select cmv4gx3m1a1333c9 4gb ddr3 1333mhz sdram desktop memory module,49.82,memory size 4gb memory technology ddr3 sdram memory speed 1333mhz,0.1,6.0,4.25,1.25
2049,da-lite,40223,da-lite matte white deluxe model b manual screen - 60 x 60 av format,118.99,features -suitable for offices training and meeting rooms..-built-in tensioning arm locks in place when screen is extended to provide a flat tensioned viewing surface..-screen surface may be angled with included pull cord to eliminate keystoning when screen is mounted with extension wall brackets or suspended from the ceiling..-pull cord included.. screen material matte white one of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. its surface evenly distributes light over a wide viewing area. colors remain bright and life-like with no shifts in hue. flame retardant and mildew resistant. viewing angle 60  gain 1.0,21.0,0,0,0
2050,adobe,65065612,adobe creative suite v.5.0 design premium upgrade version windows,578.54,state-of-the-art image editing dynamic pdf creation features adobe community help,0.5,7.9,7.1,1.8
2051,cp tech,clhdmipg6.6ft,cp technologies clearlinks 6.6 premium gold hdmi cable,11.4,gold-plated connectors for optimum connections carries uncompressed hd video and multi-channel in one cable,0.3,7.5,6.75,1.5
2052,iogear,gkm561rw4,iogear 2.4ghz multimedia keyboard black,62.95,2.4ghz wireless technology built-in laser trackball with 400 800 and 1200 dpi selections built-in left right mouse buttons with scroll wheel,1.9,14.8,8.4,1.9
2053,tribeca,fva3162,georgetown hoyas iphone 4 case black shell,29.99,your quarterback needs the proper protection to last through the whole season. same goes for your iphone 4 keep your phone in mint condition all season long with this georgetown hoyas iphone 4 case black shell.,0.0,0,0,0
2054,samsung,mv2v1g4us,samsung 1gb ddr2 sdram desktop memory module,22.88,memory size 1gb data transfer rate 1333mbps clock frequencies 400mhz and 800mhz,0.06,8.0,3.5,0.5
2055,samsung,htd5300,samsung ht-d5300 3d wi-fi ready home theater system,298.0,1 000w total output power 3d playback wi-fi ready,29.4,22.09,16.38,13.54
2056,energizer,nh22nbp,energizer 9v nimh 150mah rechargeable battery,12.97,,1.0,4.3,3.7,0.7
2057,hp,hp 51645a140,hp 45 black inkjet cartridge 51645a,34.97,quality black ink fits 932 970 p1000 and 1100hp hewlett packard printers,0.35,1.0,1.0,1.0
2058,belkin,a3l980v14blks,belkin 14-foot cat6 ethernet cable,7.88,perfect in conjunction with 100 base-t and gigabit ethernet networks exceeds the performance requirement of category 6 snagless molds protect the rj45 tap from being damaged during installation,0.46,168.0,2.0,0.3
2059,sony,,sony 1gb memory stick pro duo mark 2 2-pack,29.0,get even  more  storage with the sony 1gb memory stick 2-pack,0.0,0,0,0
2060,panasonic,kxtg6445t,panasonic kx-tg6445t 5-handset dect talking caller id with dual keypad telephone,108.84,dect phone with 5 handsets dual keypad on base and talking caller id in black expandable up to 6 with all-digital answering system  1.8  lcd makes it easier to see the screen,4.55,6.3,6.2,5.4
2061,kimberly-clark professional,3148,kimberly-clark professional scott jumbo two-ply bathroom tissue 4 ct,41.97,,11.0,18.375,9.25,8.125
2062,brenthaven,114717,brenthaven prolite iii shoulder case black,79.99,brenthaven prolite iii shoulder case black the perfect laptop case for the professional road warrior. custom fit for your notebook up to 17  combination zipper compartment for files and multi-media storage dedicated ac adaptor pocket on front panel ergonomic padded shoulder strap dual rod handles and a wheelie strap for attaching case to wheeled luggage lengendary brenthaven lifetime guarantee,4.49,19.0,14.0,5.0
2063,brother,lc51c,brother lc51c cyan inkjet cartridge for mfc-240c multi-function printer,13.49,cyan ink  page yield 400 pages  compatible with brother fax1360 fax1860 fax1960 fax2480 fax2580c fax machines and dcp130c mfc240c mfc440cn mfc665cw mfc845cw mfc2480c mfc3360c mfc5460cn mfc5860cn printers,0.134,0,0,0
2064,gear head,mp2300blk,gear head mp2300blk 3 button wireless optical wheel mouse - black silver,13.82,optical sensing technology  wireless connectivity  built-in scroll wheel  soft comfortable design,0.4,8.4,5.9,1.9
2065,maccase,93714,maccase 15  premium leather macbook pro powerbook sleeve,111.96,maccase 15  macbook pro powerbook proven side loading design fully padded protection non-scratch zipperless closure color matched rear cooling vent signature maccase window super soft poly-suede interior color matched hook and loop tab perfectly matched to shoulder bag and ipod case sold separately,2.15,15.25,10.75,0.75
