custom_id,brand,modelno,title,price,descr,dimensions,shipweight
2446,Sakar,79009,Hello Kitty SMS Text Messenger,19.11,Wirelessly instant message your friends Secret password function locks out intruders,35.0 x 13.0 x 2.5 inches,0.75
2447,Avery,6692,Avery Matte White CD Labels for Color Laser Printers and Copiers 30 Disc Labels and 60 Spine Labels,14.88,Ideal for organizing digital photo albums music collections or data backups Avery is a participating partner in Box Tops for Education,12.0 x 9.5 x 0.25 inches,0.42
2448,Coolermaster,,Coolermaster HAF Mini 922,89,Cooler Master extends the HAF High Air Flow line to a mid tower in the HAF 922. beastly chassis comes with rugged looks massive air flow and Cooler Master s trademark intelligently designed interior. dream machine is now well within reach.,,
2449,StarTech,MXT101,StarTech.com MXT101 VGA Monitor Extension M F Cable,7.88,Connector on First End 1 x 15-pin HD-15 Male  Connector on Second End 1 x 15-pin HD-15 Female  Cable Type Monitor,6.75 x 4.05 x 0.675 inches,0.3
2450,StarTech,DVIDSMM15,StarTech.com DVIDSMM15 15ft DVI-D Digital Video Cable,19.88,Supports hot-plugging of DVI display devices  DVI-D Single Link Display Cable supports digital displays only  Easily connect your PC to a HDTV Projector and CRT Displays,10.575 x 4.275 x 0.9 inches,0.9
2451,HP,Q1426A,HP Q1426A Universal High Gloss Photo Paper,93.24,White high-gloss photo paper  For use with Inkjet printers  Designed for large-format printer,23.4 x 5.13 x 4.14 inches,9.0
2452,Master Caster,900,Master Caster Big Foot No-Slip Rubber Wedge Beige,5.09,,7.7 x 4.8 x 1.6 inches,0.182
2453,Seal Shield,SSKSV107,Seal Shield SSKSV107 SILVER SEAL Medical Grade Keyboard - Dishwasher Safe   Antimicrobial Black  USB,38.84,Connectivity Technology Wired Interface USB 2.0 Water resistant anti-bacterial,18.3 x 6.73 x 1.3 inches,2.0
2454,Rubbermaid Commercial,9P9000BG,Rubbermaid Commercial Plaza Rectangular Beige Plastic Indoor Outdoor Waste Container 35 gal,449.97,,41.91 x 21.95 x 20.95 inches,52.0
2455,Draper,203019,Draper Matte White Access Series M Manual Screen - 15 diagonal NTSC Format,1102.5,The Access Series M. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Install an Access case first and the screen later..-Spring-roller operated front projection screen for quiet and smooth operation..-White case..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0. Installation Instructions,,110.0
2456,Draper,252134,Draper M2500 Clarion Fixed Frame Screen - 199 diagonal HDTV Format,1177.99,Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Viewing surface is flat and that means perfect picture quality..-The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance..-Switch instantly between two projection formats with the optional Eclipse Masking System..-The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface..-Z-Clip wall mounting brackets included to simplify installation..-Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame..-Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M2500 Higher gain surface provides good black retention with accurate light colors and whites. M2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. On-axis gain of 1.5.,,57.0
2457,Seagate,STAE103,Seagate FreeAgent GoFlex eSATA Cable,12.98,Upgrade your interface for faster performance than USB 2.0 Compatible with GoFlex and GoFlex Pro ultra-portable devices LED lights show drive activity,18.0 x 0.5 x 0.5 inches,0.11
2458,Crown,,Crown Industrial Deck Plate Antifatigue Vinyl Mat 36 X 144 Black Yellow Border,379.97,,,
2459,Rubbermaid Commercial,UB1900SSS,Rubbermaid Commercial European   Metallic Series Round Satin Stainless Wastebasket 5 gal,72.97,,16.5 x 12.25 x 12.0 inches,6.0
2460,Sony,FDAEP5AM,Sony Eyepiece Cup,12,Material VMQ POM ABS Compatible with A230 A330 or A380 DSLR cameras,5.0 x 4.0 x 0.02 inches,0.02
2461,BIC,Z4N11-BLU,BIC Z4 Needle Point Roller Pen 0.5mm Blue 1-Dozen,13.49,Smooth writing Visible ink supply Color Blue,6.0 x 2.75 x 1.63 inches,0.31
2462,,,FileMate Imagine Series K2010 USB Standard Keyboard,15.12,USB connectivity Full size keyboard Ultra flat design,,
2463,Pioneer,TS-W2502D2,Pioneer TS-W2502D2 10  Champion Series Pro Subwoofer,268,Air Suspension System allows use in extremely small enclosures 0.35-0.7 cubic feet Dual 2 ohm 4 layer long coil,13.5 x 13.2 x 9.9 inches,20.45
2464,Pioneer,MVH-P7300,Pioneer 3  Multimedia A V Receiver with Pandora Link,328,Color display APP mode Three 4V RCA inputs,10.6 x 8.9 x 4.1 inches,3.5
2465,Philips,SPP4101B/17,Philips 10-Outlet 2500J Surge Protector,0,10 outlets 4 adapter spaced 6 power cord Built in cord management,,
2466,Transcend,TS500GSJ25D2-W,Transcend StoreJet 25D2 500GB External Hard Drive White,70.88,Capacity 500GB Shock-resistant Comes with a matching travel pouch,5.11 x 3.23 x 0.68 inches,0.42
2467,Adobe,ADBCD21896MCAE,Adobe Software Web Premium CS5.5 Mac,449,Multi-screen Preview panel Robust jQuery Mobile support Expanded platform and device support,8.0 x 5.75 x 1.9 inches,0.45
2468,US Brown Bear,,US Brown Bear Full Motion Series Medium Dual Arm Mount for 23 - 37 Displays in Silver,59.99,The FM series offers the most flexible mounting solutions. They extend tilt and swivel your flat screen in all directions. With their multiple angles the FM series is often the best choice for households hospitality and retail space. The Full Motion mount is recommended when multiple viewing positions are required. Features -Medium dual arm mount. -Full Motion Series collection. -Silver powder coated color. -Aluminum construction. -Supports virtually all flat panels 23 to 37 and holds up to 80lbs 36KGS . -Sleek and high tech look. -Double arm design offers powerful bear strength. -Keyhole lock system provides quick and easy installation. -Manufacture provides 5 years warranty.,17.0 x 16.0 x 3.62 inches,10.1
2469,Mohawk,36101,Mohawk Color Copy Gloss Paper Ream of 500 Sheets,12.94,Color White 96 GE brightness rating Acid-free for archival quality,,7.983
2470,HON,572LP,HON 500 Series Two-Drawer Lateral File Black,359.94,30 D Steel lateral file with interlocking drawers Adjustable hang rails,30.0 x 28.375 x 19.25 inches,112.0
2471,Canon,2945B009AA,Canon CLI-8Y Yellow Inkjet Print Cartridge,15.97,Color Yellow Print Technology Inkjet,5.4 x 3.5 x 1.0 inches,0.33
2472,Da-Lite,23077,Da-Lite Da-Plex Thru-the-Wall Rear Projection Screen - 78 x 139 HDTV Format,11385.99,The Da-Lite Thru-the-Wall Rear Projection Screen is a rear projection package that comes complete with a factory framed rear projection screen of your choice and a Rear Projection Module. The RPM is a precision made aluminum extrusion based rear projection system custom engineered to meet the exacting requirements of today s digital projectors. The RPM is standard with a fine-tuning projector mount cradle which provides a host of alignment adjustments and features a mirror mounted by a three-point suspension system to ensure superior stability and flatness. The Perfect Mirror Adjustment Systems is a standard feature on all mirror systems for 42 x 60 and smaller mirrors.,,1246.0
2473,Da-Lite,27915,Da-Lite Da-Glas Self Trimming Rear Projection Screen - 96 x 120 AV Format,7443.99,Da-Lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. With Da-Lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. A Da-Lite Polacoat rear projection screen consists of a specially formulated optical coating which is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Self Trimming Factory Installed Frame Features -Eliminates the need for finish trim for fast easy installation -Built-in 1-1 2 wide molding to hide opening -Black anodized finish. Frame insert size equals screen viewing area plus 2-7 8,,1375.0
2474,Da-Lite,36445,Da-Lite Matte White Model C Manual Screen - 69 x 110 16 10 Ratio Format,529.99,Features -Ideal for large size conference or training rooms..-Permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications..-Optional Floating Mounting Brackets allow the Model C to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws..-Pull cord included.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,62.0
2475,Coolermaster,RR-B10-212P-G1,Cooler Master Hyper 212 Plus Universal Cooler,29.99,4 x heat pipes Fan Speed 600-2 000 rpm Fan Life Expectancy 40 000 hours,9.0 x 6.3 x 3.6 inches,2.15
2476,Asus,EAH5770 CUCORE/G/2DI,ASUS Radeon HD5570 1GB DDR5 PCI Express Graphics Card,180.41,5.8 oz copper rod and a tuning-fork shaped heatsink ASUS Exclusive Voltage Tweak Technology PCI Express 2.1 x16,12.0 x 8.75 x 2.3 inches,4.5
2477,iFrogz,IT4LL-WHT,iFrogz iPod Touch 4 Luxe Lean Case White,24.99,Hard-shell snap-on case Sleek exterior for iPod Touch 4 Access all buttons and ports,11.5 x 8.75 x 0.5 inches,0.1
2478,JVC,HAEBX5V,JVC Inner-Ear Sports Clip Earbuds Violet,19.95,For sports and active lifestyles Soft-rubber ear hook for stability Neodymium driver unit for crisp sound,7.0 x 2.0 x 1.1 inches,0.1
2479,Mace Security,EWC-PIR-RJ11,Mace Security Easy Watch Hidden Camera In PIR Motion Detector Housing,119.82,1 3 SONY CCD 420 TVL Color Low-Light 0.0 lux IR ON,5.1 x 4.3 x 3.9 inches,1.2
2480,Microsoft,Q2F00001,Microsoft LifeCam Studio 1080p USB HD Webcam Q2F-00001,57.82,1080p HD sensor Auto focus TrueColor technology automatically delivers bright and colorful video,8.2 x 7.8 x 2.8 inches,1.2
2481,PC Treasures,50482,PC Treasures Casual Game Treasures 5pk with 2GB USB Flash Drive PC,12.92,Montezuma s Quest Hunt for Treasure Includes 2GB USB flash drive,9.0 x 6.0 x 0.5 inches,1.0
2482,Samsung,EC-WB700ZBPBUS,Samsung WB700 Black 14.2MP Digital Camera w 18x Optical Zoom 3.0  LCD Display w 50 Bonus Prints,299.99,14.2 megapixel resolution Samsung 24mm wide angle zoom lens 16 scene modes,4.13 x 2.32 x 0.98 inches,1.1
2483,3M,,3M Porcelain Marker Board Steel Backed 6 x4 Aluminum,462.79,3M Post-it Premium Porcelain Marker Boards Markerboard provides a smooth steel-backed porcelain surface for dry-erase use and bulletin posting with magnets. Design features an aluminum frame. Factory-installed mounting system allows easy horizontal or vertical mounting. Markerboard includes a convenient attachable accessory tray and four dry-erase markers. Additional Specifications -Color White. -Quantity per Selling Unit 1 Each. -Total Recycled Content 0pct. Product Keywords 3M Commercial Office Supply Div. Presentation Boards Dry Erase Whiteboards White Post-it Premium Porcelain Marker Board,,42.02
2484,Kenwood,KFC-1652,Kenwood 6.5  2-Way 160W Speaker System KFC-1652,29.99,160W maximum power 6.5  dual cone Injection polypropylene woofer,6.25 x 6.25 x 1.187 inches,3.05
2485,Sylvania,SMPK4230-BLACK,Sylvania 4GB Touch Video MP3 Player Black,35,4GB flash memory 3.6  color TFT touchscreen eBook function,12.0 x 9.2 x 4.0 inches,0.45
2486,Targus,TSS20701US,Targus 14  Impax Laptop Sleeve Red,37.88,Designed to fit a range of laptops with screens up to 14.1  Reverse zipper provides a strong airtight seal Color Red,14.0 x 9.85 x 1.5 inches,0.83
2487,OFM,,OFM Cafe 41.5 x 30 Round Folding Table,238.99,OFM Cafe Height 30 round folding table looks elegant in both lunch and meeting rooms and looks great with the new Star and Moon series chairs. The banding makes the edges smooth and gives it a finished appearance. Features -Round folding table. -Cafe Height Table collection. -Top available in -Oak . -Mahogany . -Cherry . -Gray nebula . . -Unique flip-top base allows top to flip up out of the way. -1.125 thick high pressure laminate top with t-mold edge. -Nylon leveling glides. -Fits with any contemporary design. -Silver powder coat paint finished base. -Excellent for lunch and meeting rooms. Specifications -Assembly required. -Overall dimensions 41.5 H x 30 W x 30 D. For more information on this product please view the Specification Sheet s below,41.5 x 30.0 x 30.0 inches,67.0
