"id","title","authors","venue","year"
"conf/sigmod/KotidisR98","an alternative storage organization for rolap aggregate views based on cubetrees","yannis kotidis, nick roussopoulos","sigmod conference",1998
"journals/sigmod/Franklin99b","editor's notes","michael j. franklin","sigmod record",1999
"conf/sigmod/BenediktCFFR03","capturing both types and constraints in data integration","juliana freire, rajeev rastogi, michael benedikt, wenfei fan, chee yong chan","sigmod conference",2003
"journals/sigmod/LudascherMM01","preservation of digital data with self-validating, self-instantiating knowledge-based archives","reagan moore, bertram lud?scher, richard marciano","sigmod record",2001
"journals/tods/RosenthalR94","tools and transformations - rigorous and otherwise - for practical database design","david s. reiner, arnon rosenthal","acm trans. database syst.",1994
"journals/sigmod/Lee95","normalization in oodb design","byung suk lee","sigmod record",1995
"conf/vldb/RamakrishnanGRSWZ95","scientific journals: extinction or explosion? (panel)","gio wiederhold, abraham silberschatz, gerhard rossbach, raghu ramakrishnan, jaco zijlstra, hector garcia-molina","vldb",1995
"conf/vldb/MiloZ98","using schema matching to simplify heterogeneous data translation","tova milo, sagit zohar","vldb",1998
"conf/vldb/OzsuVU98","an asynchronous avoidance-based cache consistency algorithm for client caching dbmss","ronald c. unrau, kaladhar voruganti, m. tamer ?zsu","vldb",1998
"conf/sigmod/PadmanabhanBMCH03","multi-dimensional clustering: a new data layout scheme in db2","bishwaranjan bhattacharjee, sriram padmanabhan, matthew huras, leslie cranston, timothy malkemus","sigmod conference",2003
"conf/vldb/Moerkotte02","incorporating xsl processing into database engines","guido moerkotte","vldb",2002
"conf/vldb/ChandrasekaranF02","streaming queries over streaming data","michael j. franklin, sirish chandrasekaran","vldb",2002
"conf/vldb/Ramaswamy00","e.piphany epicenter technology overview","sridhar ramaswamy","vldb",2000
"conf/sigmod/JajodiaSSB97","a unified framework for enforcing multiple access control policies","v. s. subrahmanian, elisa bertino, pierangela samarati, sushil jajodia","sigmod conference",1997
"journals/vldb/RamamurthyDS03","a case for fractured mirrors","david j. dewitt, ravishankar ramamurthy, qi su","vldb j.",2003
"conf/sigmod/Seshadri03","building notification services with microsoft sqlserver","praveen seshadri","sigmod conference",2003
"conf/vldb/KoudasMJ99","mining deviants in a time series database","s. muthukrishnan, h. v. jagadish, nick koudas","vldb",1999
"conf/vldb/ChatziantoniouR96","querying multiple features of groups in relational databases","damianos chatziantoniou, kenneth a. ross","vldb",1996
"conf/vldb/BalminPP00","hypothetical queries in an olap environment","thanos papadimitriou, andrey balmin, yannis papakonstantinou","vldb",2000
"journals/sigmod/VelACM01","mining email content for author identification forensics","george m. mohay, m. corney, a. anderson, olivier y. de vel","sigmod record",2001
"conf/sigmod/YerneniLGU99","computing capabilities of mediators","chen li, ramana yerneni, jeffrey d. ullman, hector garcia-molina","sigmod conference",1999
"conf/sigmod/AdelbergGW97","the strip rule system for efficiently maintaining derived data","hector garcia-molina, jennifer widom, brad adelberg","sigmod conference",1997
"conf/vldb/TaoP02","adaptive index structures","yufei tao, dimitris papadias","vldb",2002
"conf/vldb/NishioSTTL01","functional properties of information filtering","masahiko tsukamoto, shojiro nishio, tsutomu terada, rie sawai, yin-huei loh","vldb",2001
"conf/sigmod/TomasicGS94","incremental updates of inverted lists for text document retrieval","hector garcia-molina, anthony tomasic, kurt a. shoens","sigmod conference",1994
"conf/sigmod/MoleskyR95","recovery protocols for shared memory database systems","lory d. molesky, krithi ramamritham","sigmod conference",1995
"conf/sigmod/BohmA96","hyperstorm - administering structured documents using object-oriented database technology","karl aberer, klemens b?hm","sigmod conference",1996
"conf/sigmod/GarofalakisI96","multi-dimensional resource scheduling for parallel queries","yannis e. ioannidis, minos n. garofalakis","sigmod conference",1996
"conf/vldb/Dayal99","industrial panel on data warehousing technologies: experiences, challenges, and directions","umeshwar dayal","vldb",1999
"conf/vldb/JohnsonS94","2q: a low overhead high performance buffer management replacement algorithm","dennis shasha, theodore johnson","vldb",1994
"conf/sigmod/HinneburgKW02","hd-eye: visual clustering of high dimensional data","daniel a. keim, markus wawryniuk, alexander hinneburg","sigmod conference",2002
"conf/vldb/SatheS01","intelligent rollups in multidimensional olap data","sunita sarawagi, gayatri sathe","vldb",2001
"journals/tods/Meo00","theory of dependence values","rosa meo","acm trans. database syst.",2000
"conf/sigmod/AdaliBSS98","a multi-similarity algebra","v. s. subrahmanian, sibel adali, maria luisa sapino, piero a. bonatti","sigmod conference",1998
"conf/vldb/JarkeKL00","the challenge of process data warehousing","matthias jarke, j?rg k?ller, thomas list","vldb",2000
"journals/sigmod/Etzion99","report on ngits'99: the 4th international workshop on next generation information technologies and systems","opher etzion","sigmod record",1999
"journals/sigmod/Qian96a","scientist's called upon to take actions","xiaolei qian","sigmod record",1996
"conf/vldb/MendelzonV00","temporal queries in olap","alberto o. mendelzon, alejandro a. vaisman","vldb",2000
"journals/tods/Wijsen99","temporal fds on complex objects","jef wijsen","acm trans. database syst.",1999
"journals/sigmod/Richey95","condition handling in sql persistent stored modules","jeff richey","sigmod record",1995
"conf/sigmod/MistryRSR01","materialized view selection and maintenance using multi-query optimization","krithi ramamritham, hoshi mistry, prasan roy, s. sudarshan","sigmod conference",2001
"conf/sigmod/ShivakumarG97","wave-indices: indexing evolving databases","hector garcia-molina, narayanan shivakumar","sigmod conference",1997
"conf/vldb/Amer-YahiaFSX03","phrase matching in xml","sihem amer-yahia, mary f. fernandez, yu xu, divesh srivastava","vldb",2003
"conf/sigmod/PapadopoulosM98","similarity query processing using disk arrays","apostolos papadopoulos, yannis manolopoulos","sigmod conference",1998
"journals/sigmod/Winslett03","interview with jim gray","marianne winslett","sigmod record",2003
"conf/sigmod/AcharyaPR99","selectivity estimation in spatial databases","viswanath poosala, sridhar ramaswamy, swarup acharya","sigmod conference",1999
"conf/vldb/BouganimP02","chip-secured data access: confidential data on untrusted servers","philippe pucheral, luc bouganim","vldb",2002
"journals/tods/Snodgrass01a","editorial","richard t. snodgrass","acm trans. database syst.",2001
"conf/vldb/HelmerWM98","diag-join: an opportunistic join algorithm for 1:n relationships","sven helmer, guido moerkotte, till westmann","vldb",1998
"conf/vldb/DuttaDMRT00","demonstration: enabling scalable online personalization on the web","debra e. vandermeer, krithi ramamritham, anindya datta, kaushik dutta, helen m. thomas","vldb",2000
"conf/sigmod/RothAHCCFSTW96","the garlic project","manish arya, mary tork roth, laura m. haas, joachim thomas ii, michael j. carey, edward l. wimmers, peter m. schwarz, william f. cody, ronald fagin","sigmod conference",1996
"conf/vldb/DidriksenGD95","database de-centralization - a practical approach","c?sar a. galindo-legaria, eirik dahle, tor didriksen","vldb",1995
"conf/vldb/ChavdaW97","towards an odmg-compliant visual object query language","manoj chavda, peter t. wood","vldb",1997
"journals/sigmod/HansonN99","timer-driven database triggers and alerters: semantics and a challenge","eric n. hanson, lloyd noronha","sigmod record",1999
"conf/vldb/FaloutsosJS97","recovering information from summary data","nikolaos sidiropoulos, christos faloutsos, h. v. jagadish","vldb",1997
"conf/vldb/MorimotoIM97","efficient construction of regression trees with range and region splitting","shinichi morishita, yasuhiko morimoto, hiromu ishii","vldb",1997
"journals/sigmod/Winslett03c","interview with pat selinger","marianne winslett","sigmod record",2003
"conf/sigmod/Jamil99","belief reasoning in mls deductive databases","hasan m. jamil","sigmod conference",1999
"conf/vldb/ChakrabartiDAR97","using taxonomy, discriminants, and signatures for navigating in text databases","byron dom, rakesh agrawal, prabhakar raghavan, soumen chakrabarti","vldb",1997
"conf/vldb/FankhauserGLMT98","experiences in federated databases: from iro-db to miro-web","anthony tomasic, peter fankhauser, j. mu?oz, m. lopez, georges gardarin","vldb",1998
"conf/vldb/KoudasS03","data stream query processing: a tutorial","divesh srivastava, nick koudas","vldb",2003
"journals/vldb/PapazogluK97a","erratum: a database model for object dynamics","mike p. papazoglou, bernd j. kr?mer","vldb j.",1997
"conf/sigmod/Squire95","data extraction and transformation for the data warehouse","cass squire","sigmod conference",1995
"conf/sigmod/GodfreySE98","secure and portable database extensibility","tobias mayr, thorsten von eicken, michael w. godfrey, praveen seshadri","sigmod conference",1998
"conf/sigmod/IoannidisP95","balancing histogram optimality and practicality for query result size estimation","yannis e. ioannidis, viswanath poosala","sigmod conference",1995
"conf/sigmod/ChenJDTW00","niagaracq: a scalable continuous query system for internet databases","yuan wang, feng tian, david j. dewitt, jianjun chen","sigmod conference",2000
"conf/vldb/BrownCC94","fast incremental indexing for full-text information retrieval","w. bruce croft, james p. callan, eric w. brown","vldb",1994
"journals/sigmod/RossNO03","reminiscences on influential papers","kenneth a. ross, beng chin ooi, frank neven","sigmod record",2003
"conf/vldb/SreenathS94","the hcc-tree: an efficient index structure for object oriented databases","b. sreenath, s. seshadri","vldb",1994
"journals/sigmod/RamirezSP94","medical information systems: characterization and challenges","lynn l. peterson, jorge c. g. ramirez, lon a. smith","sigmod record",1994
"conf/sigmod/JarkeQCLFLVV00","concept based design of data warehouses: the dwq demonstrators","panos vassiliadis, spyros ligoudistianos, diego calvanese, christoph quix, maurizio lenzerini, matthias jarke, enrico franconi, yannis vassiliou","sigmod conference",2000
"journals/sigmod/AtzeniM98","webdb '98: international workshop on the web and databases","alberto o. mendelzon, paolo atzeni","sigmod record",1998
"journals/sigmod/Group94","response to the march 1994 odmg-93 commentary written by dr. won kim of unisql, inc","object database management group","sigmod record",1994
"conf/vldb/PoosalaI97","selectivity estimation without the attribute value independence assumption","viswanath poosala, yannis e. ioannidis","vldb",1997
"conf/vldb/Ioannidis03","the history of histograms (abridged)","yannis e. ioannidis","vldb",2003
"journals/sigmod/RoddickABDEGHLMMMW00","evolution and change in data management - issues and directions","kathleen hornsby, heidi gregersen, lex wedemeijer, tomi m?nnist?, john f. roddick, florida estrella, federica mandreoli, marlon dumas, lina al-jadir, enric mayol, leopoldo e. bertossi, jens lufter","sigmod record",2000
"conf/vldb/Mohan02a","an efficient method for performing record deletions and updates using index scans","c. mohan","vldb",2002
"journals/sigmod/HuangKL02","a study on the management of semantic transaction for efficient data retrieval","chih-he li, irene s. y. kwan, shi-ming huang","sigmod record",2002
"journals/sigmod/OoiST03","relational data sharing in peer-based data management systems","beng chin ooi, yanfeng shu, kian-lee tan","sigmod record",2003
"conf/vldb/VeltriCV01","views in a large scale xml repository","dan vodislav, sophie cluet, pierangelo veltri","vldb",2001
"journals/vldb/PapazogluK97","a database model for object dynamics","mike p. papazoglou, bernd j. kr?mer","vldb j.",1997
"conf/vldb/FlorescuHKLRWCSA03","the bea/xqrl streaming xquery processor","geetika agrawal, paul lucas, arvind sundararajan, fabio riccardi, michael j. carey, daniela florescu, donald kossmann, till westmann, chris hillery","vldb",2003
"conf/vldb/VassalosP97","describing and using query capabilities of heterogeneous sources","yannis papakonstantinou, vasilis vassalos","vldb",1997
"journals/sigmod/BernsteinBCDFGGHHJLMNPSU98","the asilomar report on database research","gerald held, hector garcia-molina, michael lesk, jim gray, philip a. bernstein, david maier, h. v. jagadish, michael stonebraker, stefano ceri, joseph m. hellerstein, david j. dewitt, jeffrey d. ullman, michael l. brodie, jeffrey f. naughton, michael j. franklin, hamid pirahesh","sigmod record",1998
